Interaction_ID,Ticket_ID,Channel,Interaction_Date,Duration_Minutes,Messages_Exchanged,Bot_Handled,Transferred_To_Agent,Resolution_Achieved,Hold_Time_Minutes,Sentiment_Score,Duration_Tier,Sentiment_Tier
INT001798,TKT001798,Live Chat,2024-05-10,14.9,9.0,1,0,1,,-0.75,Standard (5-15m),Negative
INT001799,TKT001799,Social Media,2022-06-23,7.5,3.0,0,0,0,,-0.05,Standard (5-15m),Neutral
INT001800,TKT001800,Live Chat,2023-03-10,17.2,16.0,0,0,1,,-0.54,Extended (15-30m),Negative
INT001801,TKT001801,Inbound Call,2022-11-11,42.9,,0,0,1,4.9,0.53,Long (30m+),Positive
INT001802,TKT001802,Social Media,2022-08-11,8.1,4.0,0,1,1,,-0.78,Standard (5-15m),Negative
INT001803,TKT001803,Outbound Call,2023-04-15,25.0,,0,0,1,5.4,0.55,Extended (15-30m),Positive
INT001804,TKT001804,Live Chat,2022-12-07,25.1,12.0,0,0,1,,0.35,Extended (15-30m),Positive
INT001805,TKT001805,Live Chat,2024-12-01,11.9,14.0,1,0,1,,0.26,Standard (5-15m),Neutral
INT001806,TKT001806,Live Chat,2024-12-23,9.2,22.0,0,1,1,,-0.13,Standard (5-15m),Neutral
INT001807,TKT001807,Inbound Call,2023-11-07,16.9,,0,1,1,1.0,0.0,Extended (15-30m),Neutral
INT001808,TKT001808,Inbound Call,2022-11-19,34.1,,0,1,0,2.6,-0.8,Long (30m+),Negative
INT001809,TKT001809,Inbound Call,2024-12-27,25.0,,0,1,1,1.2,-0.46,Extended (15-30m),Negative
INT001810,TKT001810,Email,2023-03-18,1.4,8.0,0,0,1,,0.83,Quick (0-5m),Positive
INT001811,TKT001811,Email,2024-05-20,1.6,1.0,0,1,0,,-0.12,Quick (0-5m),Neutral
INT001812,TKT001812,Inbound Call,2024-06-30,23.7,,0,0,1,1.7,-0.19,Extended (15-30m),Neutral
INT001813,TKT001813,Live Chat,2023-10-09,27.9,13.0,0,1,1,,-0.91,Extended (15-30m),Negative
INT001814,TKT001814,Inbound Call,2023-03-15,30.5,,0,0,1,4.3,0.77,Long (30m+),Positive
INT001815,TKT001815,Outbound Call,2022-02-11,13.6,,0,0,1,4.6,0.51,Standard (5-15m),Positive
INT001816,TKT001816,Email,2024-04-11,1.0,2.0,0,0,1,,-0.82,Quick (0-5m),Negative
INT001817,TKT001817,Live Chat,2024-02-09,25.4,11.0,0,1,0,,-0.7,Extended (15-30m),Negative
INT001818,TKT001818,Social Media,2024-08-10,8.6,5.0,1,0,1,,-0.75,Standard (5-15m),Negative
INT001819,TKT001819,Live Chat,2022-08-25,10.0,21.0,0,0,1,,0.31,Standard (5-15m),Positive
INT001820,TKT001820,Inbound Call,2022-09-17,40.4,,1,0,1,2.2,-0.68,Long (30m+),Negative
INT001821,TKT001821,Email,2023-04-16,3.6,5.0,1,1,0,,0.99,Quick (0-5m),Positive
INT001822,TKT001822,Email,2024-12-28,2.5,5.0,0,0,1,,0.15,Quick (0-5m),Neutral
INT001823,TKT001823,Outbound Call,2024-09-08,35.7,,0,0,1,0.7,0.74,Long (30m+),Positive
INT001824,TKT001824,Live Chat,2022-10-04,15.1,8.0,1,0,0,,0.46,Extended (15-30m),Positive
INT001825,TKT001825,Email,2024-11-26,3.8,7.0,1,0,1,,-0.95,Quick (0-5m),Negative
INT001826,TKT001826,Outbound Call,2023-04-20,45.0,,0,0,1,6.2,-0.16,Long (30m+),Neutral
INT001827,TKT001827,Live Chat,2023-05-08,13.5,9.0,0,1,0,,-0.28,Standard (5-15m),Neutral
INT001828,TKT001828,Social Media,2024-11-07,1.1,6.0,0,0,1,,0.9,Quick (0-5m),Positive
INT001829,TKT001829,Social Media,2022-06-01,4.2,10.0,0,0,1,,-0.32,Quick (0-5m),Negative
INT001830,TKT001830,Inbound Call,2022-06-21,25.8,,0,0,0,9.7,0.37,Extended (15-30m),Positive
INT001831,TKT001831,Email,2024-12-11,3.6,8.0,0,1,0,,0.18,Quick (0-5m),Neutral
INT001832,TKT001832,Live Chat,2022-07-11,7.0,5.0,0,0,1,,0.47,Standard (5-15m),Positive
INT001833,TKT001833,Chatbot,2023-06-19,5.7,22.0,1,0,0,,-0.88,Standard (5-15m),Negative
INT001834,TKT001834,Email,2022-10-06,1.9,5.0,0,0,0,,0.86,Quick (0-5m),Positive
INT001835,TKT001835,Outbound Call,2022-04-01,22.2,,0,0,1,7.5,0.99,Extended (15-30m),Positive
INT001836,TKT001836,Live Chat,2024-10-01,20.4,21.0,1,0,1,,0.11,Extended (15-30m),Neutral
INT001837,TKT001837,Live Chat,2022-10-14,7.2,8.0,0,0,1,,-0.67,Standard (5-15m),Negative
INT001838,TKT001838,Inbound Call,2022-07-03,25.2,,1,0,1,2.6,0.74,Extended (15-30m),Positive
INT001839,TKT001839,Social Media,2022-10-30,4.5,8.0,0,0,1,,0.29,Quick (0-5m),Neutral
INT001840,TKT001840,Live Chat,2024-06-24,19.0,24.0,0,0,0,,0.25,Extended (15-30m),Neutral
INT001841,TKT001841,Social Media,2024-05-14,8.2,8.0,0,1,1,,0.77,Standard (5-15m),Positive
INT001842,TKT001842,Live Chat,2022-06-14,16.4,18.0,0,0,1,,0.46,Extended (15-30m),Positive
INT001843,TKT001843,Inbound Call,2023-10-22,24.5,,1,1,1,5.4,0.84,Extended (15-30m),Positive
INT001844,TKT001844,Live Chat,2022-12-04,7.2,24.0,1,1,1,,0.92,Standard (5-15m),Positive
INT001845,TKT001845,Chatbot,2023-07-20,6.0,13.0,1,0,1,,-0.31,Standard (5-15m),Negative
INT001846,TKT001846,Outbound Call,2022-03-03,5.0,,1,0,1,6.1,-0.6,Quick (0-5m),Negative
INT001847,TKT001847,Outbound Call,2022-01-24,23.5,,1,0,1,1.1,-0.23,Extended (15-30m),Neutral
INT001848,TKT001848,Outbound Call,2022-02-19,11.0,,0,0,1,0.0,0.94,Standard (5-15m),Positive
INT001849,TKT001849,Inbound Call,2022-03-04,34.4,,0,0,0,2.1,-0.62,Long (30m+),Negative
INT001850,TKT001850,Email,2023-10-23,4.7,6.0,0,1,0,,0.18,Quick (0-5m),Neutral
INT001851,TKT001851,Outbound Call,2022-06-16,43.1,,0,1,1,5.4,-0.83,Long (30m+),Negative
INT001852,TKT001852,Chatbot,2023-01-25,1.8,5.0,1,0,1,,0.66,Quick (0-5m),Positive
INT001853,TKT001853,Outbound Call,2022-07-21,16.1,,0,0,1,5.3,0.34,Extended (15-30m),Positive
INT001854,TKT001854,Inbound Call,2024-01-31,13.2,,1,0,1,1.7,0.04,Standard (5-15m),Neutral
INT001855,TKT001855,Email,2022-02-22,4.0,6.0,1,0,1,,0.26,Quick (0-5m),Neutral
INT001856,TKT001856,Live Chat,2022-11-03,6.6,22.0,1,0,1,,-0.77,Standard (5-15m),Negative
INT001857,TKT001857,Outbound Call,2023-10-03,3.3,,1,0,1,9.1,0.72,Quick (0-5m),Positive
INT001858,TKT001858,Outbound Call,2022-08-24,28.3,,0,0,1,0.2,-0.32,Extended (15-30m),Negative
INT001859,TKT001859,Inbound Call,2023-08-17,18.5,,0,0,1,5.0,-0.66,Extended (15-30m),Negative
INT001860,TKT001860,Chatbot,2023-06-19,6.9,5.0,1,1,1,,-0.97,Standard (5-15m),Negative
INT001861,TKT001861,Live Chat,2022-06-24,23.5,9.0,0,1,0,,-0.88,Extended (15-30m),Negative
INT001862,TKT001862,Live Chat,2022-10-30,20.0,8.0,0,0,0,,0.34,Extended (15-30m),Positive
INT001863,TKT001863,Live Chat,2024-09-03,29.3,3.0,0,0,1,,0.44,Extended (15-30m),Positive
INT001864,TKT001864,Inbound Call,2024-10-02,42.7,,0,0,1,4.6,-0.7,Long (30m+),Negative
INT001865,TKT001865,Live Chat,2022-06-06,9.6,23.0,1,0,1,,0.21,Standard (5-15m),Neutral
INT001866,TKT001866,Live Chat,2022-12-26,24.9,25.0,0,0,0,,-0.03,Extended (15-30m),Neutral
INT001867,TKT001867,Inbound Call,2024-10-23,31.5,,0,1,1,4.6,0.87,Long (30m+),Positive
INT001868,TKT001868,Inbound Call,2022-03-28,33.5,,1,0,0,4.3,0.33,Long (30m+),Positive
INT001869,TKT001869,Live Chat,2024-02-17,15.4,14.0,0,1,1,,0.04,Extended (15-30m),Neutral
INT001870,TKT001870,Outbound Call,2022-03-24,35.0,,0,0,0,4.0,-0.43,Long (30m+),Negative
INT001871,TKT001871,Inbound Call,2024-06-09,44.3,,0,1,1,9.5,-0.08,Long (30m+),Neutral
INT001872,TKT001872,Chatbot,2022-02-23,4.0,22.0,1,1,0,,-0.51,Quick (0-5m),Negative
INT001873,TKT001873,Social Media,2022-04-11,7.5,10.0,0,0,0,,0.36,Standard (5-15m),Positive
INT001874,TKT001874,Email,2023-06-20,2.6,6.0,0,0,0,,0.19,Quick (0-5m),Neutral
INT001875,TKT001875,Email,2024-02-13,3.6,4.0,0,0,1,,-0.41,Quick (0-5m),Negative
INT001876,TKT001876,Live Chat,2023-12-01,25.8,24.0,0,0,1,,-0.98,Extended (15-30m),Negative
INT001877,TKT001877,Email,2024-01-11,1.0,8.0,0,0,1,,0.97,Quick (0-5m),Positive
INT001878,TKT001878,Live Chat,2024-11-22,8.9,7.0,0,1,1,,-0.89,Standard (5-15m),Negative
INT001879,TKT001879,Inbound Call,2024-12-21,11.2,,0,0,1,2.0,0.09,Standard (5-15m),Neutral
INT001880,TKT001880,Inbound Call,2024-04-09,26.7,,0,0,1,1.2,0.7,Extended (15-30m),Positive
INT001881,TKT001881,Email,2022-09-09,5.0,2.0,0,1,1,,0.24,Quick (0-5m),Neutral
INT001882,TKT001882,Outbound Call,2024-04-25,26.1,,1,0,1,8.7,0.17,Extended (15-30m),Neutral
INT001883,TKT001883,Live Chat,2023-07-06,29.1,23.0,1,0,1,,0.43,Extended (15-30m),Positive
INT001884,TKT001884,Live Chat,2023-04-12,22.3,14.0,0,0,1,,-0.38,Extended (15-30m),Negative
INT001885,TKT001885,Inbound Call,2024-01-27,24.0,,0,0,1,0.6,-0.22,Extended (15-30m),Neutral
INT001886,TKT001886,Inbound Call,2022-04-11,19.9,,0,1,1,4.0,-0.83,Extended (15-30m),Negative
INT001887,TKT001887,Inbound Call,2023-09-28,41.5,,0,0,1,5.9,-0.99,Long (30m+),Negative
INT001888,TKT001888,Social Media,2024-02-08,1.8,2.0,0,1,1,,-0.47,Quick (0-5m),Negative
INT001889,TKT001889,Live Chat,2022-03-27,20.2,20.0,0,1,0,,0.63,Extended (15-30m),Positive
INT001890,TKT001890,Live Chat,2022-03-22,25.8,4.0,0,0,1,,0.22,Extended (15-30m),Neutral
INT001891,TKT001891,Social Media,2024-08-20,7.2,10.0,0,0,1,,-0.72,Standard (5-15m),Negative
INT001892,TKT001892,Inbound Call,2024-04-12,17.4,,0,0,1,9.0,-0.15,Extended (15-30m),Neutral
INT001893,TKT001893,Inbound Call,2023-05-08,31.8,,1,0,1,1.6,-0.96,Long (30m+),Negative
INT001894,TKT001894,Outbound Call,2024-07-31,19.4,,0,0,1,4.4,0.6,Extended (15-30m),Positive
INT001895,TKT001895,Email,2023-12-29,2.7,7.0,1,1,1,,-0.08,Quick (0-5m),Neutral
INT001896,TKT001896,Social Media,2024-12-12,12.9,5.0,0,0,1,,-0.45,Standard (5-15m),Negative
INT001897,TKT001897,Live Chat,2022-09-15,28.2,14.0,0,0,0,,0.54,Extended (15-30m),Positive
INT001898,TKT001898,Live Chat,2022-05-05,25.4,22.0,0,1,1,,0.94,Extended (15-30m),Positive
INT001899,TKT001899,Social Media,2022-04-07,6.7,1.0,0,0,0,,-0.19,Standard (5-15m),Neutral
INT001900,TKT001900,Live Chat,2024-03-13,16.0,12.0,0,1,1,,0.53,Extended (15-30m),Positive
INT001901,TKT001901,Live Chat,2024-12-18,27.9,6.0,0,0,0,,-0.36,Extended (15-30m),Negative
INT001902,TKT001902,Inbound Call,2024-12-19,21.9,,1,0,1,3.4,0.52,Extended (15-30m),Positive
INT001903,TKT001903,Live Chat,2022-01-11,6.0,6.0,0,0,1,,0.93,Standard (5-15m),Positive
INT001904,TKT001904,Chatbot,2023-06-14,6.1,5.0,1,1,1,,0.3,Standard (5-15m),Neutral
INT001905,TKT001905,Live Chat,2022-12-30,13.2,11.0,0,1,1,,-0.52,Standard (5-15m),Negative
INT001906,TKT001906,Chatbot,2024-08-28,1.3,10.0,1,0,1,,0.38,Quick (0-5m),Positive
INT001907,TKT001907,Live Chat,2023-05-25,17.4,6.0,0,1,0,,0.69,Extended (15-30m),Positive
INT001908,TKT001908,Outbound Call,2023-02-02,21.4,,0,1,0,1.9,-0.19,Extended (15-30m),Neutral
INT001909,TKT001909,Chatbot,2023-01-20,7.0,22.0,1,1,0,,0.24,Standard (5-15m),Neutral
INT001910,TKT001910,Email,2022-05-12,0.5,1.0,0,0,1,,-0.49,Quick (0-5m),Negative
INT001911,TKT001911,Inbound Call,2023-07-03,22.3,,0,0,1,8.8,-0.09,Extended (15-30m),Neutral
INT001912,TKT001912,Live Chat,2022-11-14,19.5,21.0,0,0,0,,-0.67,Extended (15-30m),Negative
INT001913,TKT001913,Social Media,2022-05-15,4.9,9.0,0,0,1,,0.67,Quick (0-5m),Positive
INT001914,TKT001914,Outbound Call,2024-03-30,9.8,,0,0,1,8.0,-0.81,Standard (5-15m),Negative
INT001915,TKT001915,Chatbot,2023-08-28,1.8,11.0,1,1,1,,-0.89,Quick (0-5m),Negative
INT001916,TKT001916,Outbound Call,2022-12-16,28.8,,1,1,1,0.1,0.07,Extended (15-30m),Neutral
INT001917,TKT001917,Inbound Call,2023-09-22,18.5,,1,1,0,1.7,0.16,Extended (15-30m),Neutral
INT001918,TKT001918,Social Media,2023-09-02,8.0,7.0,1,0,1,,0.84,Standard (5-15m),Positive
INT001919,TKT001919,Email,2022-02-12,1.8,8.0,0,1,1,,-0.59,Quick (0-5m),Negative
INT001920,TKT001920,Inbound Call,2024-05-09,42.0,,1,1,1,2.8,0.56,Long (30m+),Positive
INT001921,TKT001921,Outbound Call,2022-09-25,6.4,,0,0,1,6.2,0.29,Standard (5-15m),Neutral
INT001922,TKT001922,Inbound Call,2024-12-18,44.7,,0,1,1,3.7,0.48,Long (30m+),Positive
INT001923,TKT001923,Inbound Call,2023-03-15,11.2,,0,0,0,6.3,-0.69,Standard (5-15m),Negative
INT001924,TKT001924,Live Chat,2023-09-27,29.9,21.0,0,0,1,,-0.11,Extended (15-30m),Neutral
INT001925,TKT001925,Email,2022-06-18,4.0,1.0,0,0,1,,-0.29,Quick (0-5m),Neutral
INT001926,TKT001926,Outbound Call,2022-03-25,37.5,,0,0,0,1.5,0.4,Long (30m+),Positive
INT001927,TKT001927,Email,2023-08-21,4.4,2.0,1,1,0,,0.19,Quick (0-5m),Neutral
INT001928,TKT001928,Inbound Call,2024-03-09,12.5,,0,0,1,0.0,0.94,Standard (5-15m),Positive
INT001929,TKT001929,Chatbot,2023-12-28,6.2,15.0,1,1,0,,-0.72,Standard (5-15m),Negative
INT001930,TKT001930,Chatbot,2023-08-19,8.9,24.0,1,1,0,,-0.05,Standard (5-15m),Neutral
INT001931,TKT001931,Live Chat,2023-01-18,27.3,7.0,0,0,0,,0.39,Extended (15-30m),Positive
INT001932,TKT001932,Live Chat,2023-04-15,10.2,3.0,0,0,0,,-0.26,Standard (5-15m),Neutral
INT001933,TKT001933,Inbound Call,2024-01-26,41.2,,0,1,1,6.3,0.85,Long (30m+),Positive
INT001934,TKT001934,Social Media,2023-01-18,13.9,3.0,0,0,1,,0.71,Standard (5-15m),Positive
INT001935,TKT001935,Chatbot,2023-01-28,9.3,25.0,1,1,1,,0.75,Standard (5-15m),Positive
INT001936,TKT001936,Inbound Call,2022-02-17,44.4,,0,0,1,9.7,0.22,Long (30m+),Neutral
INT001937,TKT001937,Inbound Call,2022-06-23,5.2,,0,0,1,0.1,-0.06,Standard (5-15m),Neutral
INT001938,TKT001938,Chatbot,2024-02-12,9.6,9.0,1,0,1,,-0.26,Standard (5-15m),Neutral
INT001939,TKT001939,Outbound Call,2024-04-22,39.9,,0,0,1,4.6,-0.76,Long (30m+),Negative
INT001940,TKT001940,Inbound Call,2023-08-19,2.9,,0,0,1,8.8,0.9,Quick (0-5m),Positive
INT001941,TKT001941,Email,2024-12-22,1.2,2.0,0,0,1,,-0.47,Quick (0-5m),Negative
INT001942,TKT001942,Inbound Call,2022-02-16,24.5,,0,0,1,1.7,0.6,Extended (15-30m),Positive
INT001943,TKT001943,Inbound Call,2022-08-12,17.3,,0,0,1,1.4,-0.98,Extended (15-30m),Negative
INT001944,TKT001944,Live Chat,2023-05-10,6.7,9.0,0,0,1,,-0.24,Standard (5-15m),Neutral
INT001945,TKT001945,Email,2024-10-22,4.3,5.0,0,0,1,,0.14,Quick (0-5m),Neutral
INT001946,TKT001946,Live Chat,2023-01-01,27.2,24.0,0,0,1,,-0.37,Extended (15-30m),Negative
INT001947,TKT001947,Email,2023-11-11,1.0,1.0,0,1,1,,-0.61,Quick (0-5m),Negative
INT001948,TKT001948,Live Chat,2022-10-02,22.5,8.0,0,0,1,,-0.86,Extended (15-30m),Negative
INT001949,TKT001949,Social Media,2022-05-07,13.5,5.0,0,0,0,,0.98,Standard (5-15m),Positive
INT001950,TKT001950,Inbound Call,2023-11-28,35.9,,0,0,1,4.8,0.77,Long (30m+),Positive
INT001951,TKT001951,Live Chat,2023-08-17,26.8,22.0,0,0,0,,-0.38,Extended (15-30m),Negative
INT001952,TKT001952,Email,2022-04-28,3.8,5.0,1,1,1,,-0.97,Quick (0-5m),Negative
INT001953,TKT001953,Email,2023-05-05,3.8,1.0,1,0,0,,0.08,Quick (0-5m),Neutral
INT001954,TKT001954,Live Chat,2023-03-19,22.0,3.0,0,0,1,,-0.36,Extended (15-30m),Negative
INT001955,TKT001955,Inbound Call,2023-12-29,31.5,,1,0,1,2.1,-0.77,Long (30m+),Negative
INT001956,TKT001956,Chatbot,2024-12-13,5.2,23.0,1,1,1,,0.58,Standard (5-15m),Positive
INT001957,TKT001957,Live Chat,2023-10-08,20.9,23.0,0,0,0,,-0.32,Extended (15-30m),Negative
INT001958,TKT001958,Outbound Call,2022-09-08,11.6,,0,1,1,8.4,0.95,Standard (5-15m),Positive
INT001959,TKT001959,Social Media,2023-03-31,5.9,10.0,1,1,1,,0.41,Standard (5-15m),Positive
INT001960,TKT001960,Chatbot,2022-07-29,2.9,6.0,1,0,0,,0.68,Quick (0-5m),Positive
INT001961,TKT001961,Live Chat,2022-07-13,21.8,9.0,1,1,0,,0.24,Extended (15-30m),Neutral
INT001962,TKT001962,Chatbot,2024-07-20,1.0,25.0,1,0,1,,0.12,Quick (0-5m),Neutral
INT001963,TKT001963,Email,2024-08-13,1.1,1.0,0,0,1,,-0.14,Quick (0-5m),Neutral
INT001964,TKT001964,Outbound Call,2022-09-11,40.1,,0,0,1,1.2,-0.83,Long (30m+),Negative
INT001965,TKT001965,Email,2022-04-09,4.6,3.0,0,1,1,,0.47,Quick (0-5m),Positive
INT001966,TKT001966,Chatbot,2023-02-11,8.6,14.0,1,0,0,,-0.32,Standard (5-15m),Negative
INT001967,TKT001967,Social Media,2022-07-07,2.0,5.0,0,0,1,,-0.61,Quick (0-5m),Negative
INT001968,TKT001968,Chatbot,2023-02-10,6.5,8.0,1,1,1,,-0.77,Standard (5-15m),Negative
INT001969,TKT001969,Live Chat,2023-03-20,14.1,6.0,1,0,1,,-0.84,Standard (5-15m),Negative
INT001970,TKT001970,Outbound Call,2024-04-09,16.8,,1,0,1,0.1,-0.05,Extended (15-30m),Neutral
INT001971,TKT001971,Live Chat,2023-10-24,13.5,7.0,0,0,1,,0.67,Standard (5-15m),Positive
INT001972,TKT001972,Inbound Call,2022-03-22,37.5,,0,0,1,2.4,-0.74,Long (30m+),Negative
INT001973,TKT001973,Live Chat,2022-03-13,6.7,3.0,0,1,1,,0.03,Standard (5-15m),Neutral
INT001974,TKT001974,Live Chat,2022-06-07,25.1,9.0,0,1,1,,-0.24,Extended (15-30m),Neutral
INT001975,TKT001975,Social Media,2024-10-31,12.6,3.0,1,0,1,,0.08,Standard (5-15m),Neutral
INT001976,TKT001976,Outbound Call,2023-11-02,7.7,,0,0,1,9.2,-0.88,Standard (5-15m),Negative
INT001977,TKT001977,Inbound Call,2022-07-15,9.4,,1,0,1,5.9,0.07,Standard (5-15m),Neutral
INT001978,TKT001978,Live Chat,2024-10-22,5.2,17.0,0,1,0,,0.1,Standard (5-15m),Neutral
INT001979,TKT001979,Inbound Call,2024-12-10,33.8,,0,0,0,7.6,0.74,Long (30m+),Positive
INT001980,TKT001980,Email,2022-01-22,3.0,1.0,1,0,1,,-0.6,Quick (0-5m),Negative
INT001981,TKT001981,Inbound Call,2023-03-04,30.6,,0,0,1,0.7,0.63,Long (30m+),Positive
INT001982,TKT001982,Chatbot,2022-03-02,9.1,10.0,1,1,1,,0.5,Standard (5-15m),Positive
INT001983,TKT001983,Chatbot,2022-08-07,5.6,17.0,1,1,0,,0.83,Standard (5-15m),Positive
INT001984,TKT001984,Live Chat,2024-04-29,17.3,19.0,0,1,0,,0.83,Extended (15-30m),Positive
INT001985,TKT001985,Inbound Call,2022-09-19,27.5,,0,0,1,6.0,0.53,Extended (15-30m),Positive
INT001986,TKT001986,Inbound Call,2024-12-08,5.8,,1,0,0,5.2,0.85,Standard (5-15m),Positive
INT001987,TKT001987,Inbound Call,2023-05-16,12.4,,0,1,0,7.4,-0.48,Standard (5-15m),Negative
INT001988,TKT001988,Outbound Call,2024-02-12,15.3,,0,0,1,4.5,-0.69,Extended (15-30m),Negative
INT001989,TKT001989,Email,2024-08-25,4.7,2.0,0,0,0,,-0.44,Quick (0-5m),Negative
INT001990,TKT001990,Outbound Call,2024-10-15,17.7,,0,0,0,3.1,0.68,Extended (15-30m),Positive
INT001991,TKT001991,Live Chat,2023-08-04,6.5,18.0,0,0,1,,-0.37,Standard (5-15m),Negative
INT001992,TKT001992,Inbound Call,2022-09-03,22.6,,0,1,0,3.5,0.64,Extended (15-30m),Positive
INT001993,TKT001993,Live Chat,2024-04-30,19.8,23.0,0,0,1,,-0.26,Extended (15-30m),Neutral
INT001994,TKT001994,Inbound Call,2023-03-14,21.2,,0,0,1,6.5,0.6,Extended (15-30m),Positive
INT001995,TKT001995,Live Chat,2024-01-24,22.1,25.0,1,1,0,,0.69,Extended (15-30m),Positive
INT001996,TKT001996,Live Chat,2023-12-10,15.9,12.0,0,0,0,,0.36,Extended (15-30m),Positive
INT001997,TKT001997,Live Chat,2022-04-29,21.3,19.0,0,1,1,,0.96,Extended (15-30m),Positive
INT001998,TKT001998,Inbound Call,2023-09-30,22.7,,0,1,1,0.7,0.46,Extended (15-30m),Positive
INT001999,TKT001999,Inbound Call,2022-05-26,10.4,,1,0,1,1.4,-0.51,Standard (5-15m),Negative
INT002000,TKT002000,Inbound Call,2024-12-13,17.3,,0,0,1,6.4,0.97,Extended (15-30m),Positive
INT002001,TKT002001,Outbound Call,2023-08-11,39.9,,0,0,0,3.5,0.37,Long (30m+),Positive
INT002002,TKT002002,Live Chat,2023-08-22,11.1,13.0,0,0,0,,-0.13,Standard (5-15m),Neutral
INT002003,TKT002003,Chatbot,2023-04-19,6.8,16.0,1,0,1,,-0.02,Standard (5-15m),Neutral
INT002004,TKT002004,Inbound Call,2024-12-21,16.9,,0,1,1,1.9,0.53,Extended (15-30m),Positive
INT002005,TKT002005,Live Chat,2023-12-04,8.1,7.0,0,0,1,,0.51,Standard (5-15m),Positive
INT002006,TKT002006,Email,2022-10-13,0.8,4.0,0,0,0,,0.68,Quick (0-5m),Positive
INT002007,TKT002007,Inbound Call,2023-02-03,24.7,,0,0,1,5.6,-0.52,Extended (15-30m),Negative
INT002008,TKT002008,Live Chat,2022-11-19,18.2,11.0,1,0,1,,0.9,Extended (15-30m),Positive
INT002009,TKT002009,Inbound Call,2024-11-01,18.2,,1,1,0,2.8,-0.48,Extended (15-30m),Negative
INT002010,TKT002010,Inbound Call,2022-05-31,29.0,,0,0,1,8.9,-0.04,Extended (15-30m),Neutral
INT002011,TKT002011,Inbound Call,2024-07-13,31.1,,1,0,1,7.4,-0.58,Long (30m+),Negative
INT002012,TKT002012,Inbound Call,2023-11-18,27.8,,0,1,1,1.7,-0.13,Extended (15-30m),Neutral
INT002013,TKT002013,Inbound Call,2024-05-06,5.2,,0,1,1,7.4,0.3,Standard (5-15m),Neutral
INT002014,TKT002014,Live Chat,2022-07-08,20.3,5.0,0,0,1,,-0.02,Extended (15-30m),Neutral
INT002015,TKT002015,Live Chat,2022-03-16,20.8,21.0,0,0,1,,-0.5,Extended (15-30m),Negative
INT002016,TKT002016,Chatbot,2023-08-26,5.6,24.0,1,1,1,,-0.23,Standard (5-15m),Neutral
INT002017,TKT002017,Live Chat,2024-11-30,18.1,20.0,1,0,1,,0.19,Extended (15-30m),Neutral
INT002018,TKT002018,Inbound Call,2024-04-14,8.4,,0,0,0,8.0,0.8,Standard (5-15m),Positive
INT002019,TKT002019,Inbound Call,2022-03-29,25.4,,0,0,1,6.8,-0.15,Extended (15-30m),Neutral
INT002020,TKT002020,Live Chat,2022-02-13,16.3,9.0,0,0,1,,0.15,Extended (15-30m),Neutral
INT002021,TKT002021,Inbound Call,2023-05-02,11.9,,0,0,0,3.2,0.82,Standard (5-15m),Positive
INT002022,TKT002022,Email,2024-03-20,3.3,6.0,1,0,1,,0.68,Quick (0-5m),Positive
INT002023,TKT002023,Social Media,2024-06-10,11.2,2.0,0,0,1,,-0.63,Standard (5-15m),Negative
INT002024,TKT002024,Live Chat,2022-04-05,9.9,24.0,0,1,1,,-0.28,Standard (5-15m),Neutral
INT002025,TKT002025,Social Media,2022-07-16,10.5,4.0,0,0,0,,0.58,Standard (5-15m),Positive
INT002026,TKT002026,Inbound Call,2022-09-21,2.1,,0,0,1,9.6,0.46,Quick (0-5m),Positive
INT002027,TKT002027,Inbound Call,2022-02-06,2.5,,0,1,1,6.2,0.53,Quick (0-5m),Positive
INT002028,TKT002028,Live Chat,2023-01-31,25.7,6.0,0,0,1,,-0.68,Extended (15-30m),Negative
INT002029,TKT002029,Inbound Call,2024-12-01,16.7,,0,0,1,0.7,-0.08,Extended (15-30m),Neutral
INT002030,TKT002030,Chatbot,2024-01-10,8.3,7.0,1,1,1,,0.39,Standard (5-15m),Positive
INT002031,TKT002031,Inbound Call,2024-03-25,12.9,,1,0,1,2.8,-0.19,Standard (5-15m),Neutral
INT002032,TKT002032,Live Chat,2022-07-01,16.7,24.0,0,0,1,,0.13,Extended (15-30m),Neutral
INT002033,TKT002033,Live Chat,2024-03-02,16.7,4.0,1,0,1,,0.52,Extended (15-30m),Positive
INT002034,TKT002034,Chatbot,2024-07-22,2.1,3.0,1,1,1,,0.01,Quick (0-5m),Neutral
INT002035,TKT002035,Inbound Call,2023-10-19,34.9,,0,1,0,9.4,0.22,Long (30m+),Neutral
INT002036,TKT002036,Chatbot,2023-03-12,8.1,23.0,1,0,1,,-0.31,Standard (5-15m),Negative
INT002037,TKT002037,Live Chat,2022-12-26,22.4,3.0,0,0,1,,-0.27,Extended (15-30m),Neutral
INT002038,TKT002038,Inbound Call,2023-06-05,2.5,,0,0,1,2.9,-0.62,Quick (0-5m),Negative
INT002039,TKT002039,Live Chat,2023-12-30,29.6,19.0,0,0,1,,0.98,Extended (15-30m),Positive
INT002040,TKT002040,Email,2024-05-30,2.1,5.0,0,0,1,,0.21,Quick (0-5m),Neutral
INT002041,TKT002041,Outbound Call,2023-01-11,43.6,,0,0,1,0.6,-0.61,Long (30m+),Negative
INT002042,TKT002042,Chatbot,2022-08-11,8.6,9.0,1,1,1,,-0.67,Standard (5-15m),Negative
